community_area,primary type,total_crimes,features,prediction
19,1210,27,[19.0],1
24,550,13,[24.0],4
2,440,20,[2.0],2
31,1090,5,[31.0],3
11,1305,94,[11.0],1
28,4386,8,[28.0],4
20,2090,3,[20.0],1
3,1751,21,[3.0],2
49,5002,50,[49.0],0
28,920,217,[28.0],4
30,143B,4,[30.0],4
41,1121,25,[41.0],0
30,895,2,[30.0],4
15,850,18,[15.0],1
46,2170,35,[46.0],0
32,2027,28,[32.0],3
11,552,1,[11.0],1
16,1752,73,[16.0],1
32,1750,19,[32.0],3
6,554,42,[6.0],2
44,143C,1,[44.0],0
34,580,15,[34.0],3
2,1540,2,[2.0],2
44,1242,21,[44.0],0
19,630,37,[19.0],1
19,1812,15,[19.0],1
41,1582,7,[41.0],0
6,2860,7,[6.0],2
4,1751,8,[4.0],2
48,313,9,[48.0],0
21,3730,9,[21.0],4
40,1562,16,[40.0],3
10,554,18,[10.0],2
40,4651,5,[40.0],3
39,1754,16,[39.0],3
15,1025,7,[15.0],1
3,1370,2,[3.0],2
22,650,11,[22.0],4
26,1515,1,[26.0],4
38,935,2,[38.0],3
49,4388,1,[49.0],0
41,031B,2,[41.0],0
38,1790,1,[38.0],3
22,2028,6,[22.0],4
42,5111,5,[42.0],0
28,031B,11,[28.0],4
14,2012,14,[14.0],1
21,5093,1,[21.0],4
40,454,24,[40.0],3
37,2050,13,[37.0],3
44,2023,3,[44.0],0
33,5007,6,[33.0],3
3,4230,4,[3.0],2
4,3970,10,[4.0],2
3,5112,5,[3.0],2
23,334,7,[23.0],4
30,2027,36,[30.0],4
21,918,3,[21.0],4
13,917,12,[13.0],1
4,5111,17,[4.0],2
50,326,9,[50.0],0
43,502P,2,[43.0],0
27,266,32,[27.0],4
20,1479,1,[20.0],1
39,470,7,[39.0],3
6,1540,2,[6.0],2
47,2018,1,[47.0],0
24,041B,2,[24.0],4
50,1020,8,[50.0],0
43,453,3,[43.0],0
6,5130,4,[6.0],2
3,1512,3,[3.0],2
42,1752,5,[42.0],0
39,3800,1,[39.0],3
28,1900,1,[28.0],4
44,650,7,[44.0],0
15,501A,20,[15.0],1
21,4220,4,[21.0],4
6,2890,5,[6.0],2
43,1265,1,[43.0],0
18,1541,2,[18.0],1
46,265,15,[46.0],0
48,5111,1,[48.0],0
16,331,8,[16.0],1
33,890,363,[33.0],3
43,1310,430,[43.0],0
28,484,144,[28.0],4
16,650,42,[16.0],1
6,1305,39,[6.0],2
9,870,33,[9.0],2
25,920,71,[25.0],4
40,1305,69,[40.0],3
2,1122,92,[2.0],2
46,850,20,[46.0],0
41,1340,6,[41.0],0
6,1122,46,[6.0],2
36,1155,5,[36.0],3
4,1350,40,[4.0],2
5,920,148,[5.0],2
35,1345,16,[35.0],3
17,330,68,[17.0],1
1,650,13,[1.0],2
18,2093,20,[18.0],1
31,1120,66,[31.0],3
5,1340,5,[5.0],2
12,1565,2,[12.0],1
11,1570,21,[11.0],1
14,1122,25,[14.0],1
28,1375,1,[28.0],4
39,1122,13,[39.0],3
33,2093,14,[33.0],3
2,1195,18,[2.0],2
42,1460,2,[42.0],0
21,1261,4,[21.0],4
10,483,2,[10.0],2
44,1170,2,[44.0],0
49,440,11,[49.0],0
29,1220,12,[29.0],4
43,1350,10,[43.0],0
43,2830,4,[43.0],0
39,033A,8,[39.0],3
36,143B,1,[36.0],3
21,1200,8,[21.0],4
27,1320,2447,[27.0],4
13,1153,320,[13.0],1
37,610,535,[37.0],3
37,143A,435,[37.0],3
18,910,939,[18.0],1
35,312,24,[35.0],3
21,1822,99,[21.0],4
20,320,451,[20.0],1
2,520,147,[2.0],2
42,460,3619,[42.0],0
11,420,30,[11.0],1
8,1821,52,[8.0],2
39,820,1148,[39.0],3
15,820,1636,[15.0],1
37,520,145,[37.0],3
17,3731,121,[17.0],1
44,1360,59,[44.0],0
3,1340,35,[3.0],2
19,281,26,[19.0],1
2,1220,49,[2.0],2
25,5000,25,[25.0],4
47,610,351,[47.0],0
23,520,40,[23.0],4
44,486,412,[44.0],0
15,880,68,[15.0],1
2,1310,1137,[2.0],2
3,041A,257,[3.0],2
4,497,75,[4.0],2
39,1261,5,[39.0],3
29,1710,30,[29.0],4
8,420,92,[8.0],2
24,1345,116,[24.0],4
31,1153,279,[31.0],3
9,810,1064,[9.0],2
9,1090,7,[9.0],2
24,1477,93,[24.0],4
21,1242,10,[21.0],4
28,470,330,[28.0],4
12,1153,181,[12.0],1
39,4387,74,[39.0],3
36,5011,11,[36.0],3
11,1154,81,[11.0],1
7,580,18,[7.0],2
34,501A,35,[34.0],3
32,917,49,[32.0],3
25,1754,23,[25.0],4
13,1152,51,[13.0],1
7,313,34,[7.0],2
20,1792,10,[20.0],1
23,2825,188,[23.0],4
5,3730,9,[5.0],2
10,143B,14,[10.0],2
33,051A,98,[33.0],3
22,558,2,[22.0],4
38,1750,34,[38.0],3
9,5002,163,[9.0],2
21,312,36,[21.0],4
34,2017,68,[34.0],3
15,545,47,[15.0],1
21,479,18,[21.0],4
1,1365,81,[1.0],2
15,1154,138,[15.0],1
2,1210,181,[2.0],2
22,041A,143,[22.0],4
35,1811,116,[35.0],3
16,5001,24,[16.0],1
25,502R,15,[25.0],4
14,313,39,[14.0],1
37,1585,5,[37.0],3
8,1562,28,[8.0],2
23,555,1,[23.0],4
11,545,26,[11.0],1
35,281,65,[35.0],3
44,4625,7,[44.0],0
17,1210,37,[17.0],1
10,915,33,[10.0],2
15,1156,21,[15.0],1
32,1563,22,[32.0],3
2,2027,278,[2.0],2
34,495,18,[34.0],3
35,143A,63,[35.0],3
17,1751,32,[17.0],1
20,033A,41,[20.0],1
17,1753,25,[17.0],1
36,1220,10,[36.0],3
46,1345,15,[46.0],0
33,320,128,[33.0],3
33,1753,13,[33.0],3
16,1360,71,[16.0],1
24,1570,27,[24.0],4
45,2027,15,[45.0],0
20,5111,41,[20.0],1
5,454,55,[5.0],2
42,1536,6,[42.0],0
25,1564,1,[25.0],4
20,495,28,[20.0],1
43,1563,24,[43.0],0
17,915,18,[17.0],1
39,545,6,[39.0],3
47,1220,12,[47.0],0
44,2093,25,[44.0],0
21,1020,36,[21.0],4
4,1345,25,[4.0],2
46,580,10,[46.0],0
24,2110,4,[24.0],4
23,930,26,[23.0],4
27,265,32,[27.0],4
36,1345,21,[36.0],3
26,870,30,[26.0],4
36,2250,6,[36.0],3
37,3730,5,[37.0],3
6,4255,11,[6.0],2
44,554,14,[44.0],0
27,935,14,[27.0],4
24,553,17,[24.0],4
37,4510,10,[37.0],3
43,1220,16,[43.0],0
14,2028,11,[14.0],1
43,5009,1,[43.0],0
11,555,2,[11.0],1
35,1156,35,[35.0],3
11,3800,2,[11.0],1
6,1206,14,[6.0],2
8,4389,3,[8.0],2
49,1477,21,[49.0],0
32,1754,9,[32.0],3
31,2900,2,[31.0],3
10,1090,6,[10.0],2
43,1345,17,[43.0],0
42,2095,5,[42.0],0
18,266,26,[18.0],1
36,1242,9,[36.0],3
26,501A,8,[26.0],4
24,501A,42,[24.0],4
48,454,25,[48.0],0
22,2210,4,[22.0],4
45,918,1,[45.0],0
40,2093,27,[40.0],3
16,291,9,[16.0],1
7,4651,27,[7.0],2
17,558,3,[17.0],1
42,3960,15,[42.0],0
15,141C,10,[15.0],1
4,554,7,[4.0],2
12,261,3,[12.0],1
3,1540,6,[3.0],2
33,917,22,[33.0],3
5,1792,6,[5.0],2
43,895,2,[43.0],0
2,2031,5,[2.0],2
47,1025,2,[47.0],0
4,331,6,[4.0],2
5,5007,12,[5.0],2
28,1110,31,[28.0],4
28,1565,2,[28.0],4
27,143C,9,[27.0],4
16,2851,10,[16.0],1
50,1670,3,[50.0],0
22,1140,2,[22.0],4
2,880,89,[2.0],2
3,1121,157,[3.0],2
41,1110,36,[41.0],0
7,1220,24,[7.0],2
42,470,135,[42.0],0
29,1150,123,[29.0],4
1,051A,107,[1.0],2
15,485,5,[15.0],1
31,1340,5,[31.0],3
2,650,14,[2.0],2
7,479,7,[7.0],2
40,2032,3,[40.0],3
16,2092,22,[16.0],1
24,3750,8,[24.0],4
17,2860,15,[17.0],1
47,1821,2,[47.0],0
30,2017,13,[30.0],4
34,1340,5,[34.0],3
39,1710,9,[39.0],3
17,2090,2,[17.0],1
10,340,18,[10.0],2
50,1340,3,[50.0],0
36,910,541,[36.0],3
49,620,258,[49.0],0
41,820,1332,[41.0],0
43,340,31,[43.0],0
11,1310,658,[11.0],1
17,2826,229,[17.0],1
21,320,359,[21.0],4
5,1152,104,[5.0],2
45,820,1170,[45.0],0
26,560,733,[26.0],4
12,810,723,[12.0],1
37,3731,86,[37.0],3
34,497,117,[34.0],3
1,2826,138,[1.0],2
24,2014,921,[24.0],4
37,1130,115,[37.0],3
42,1121,327,[42.0],0
31,1792,9,[31.0],3
34,4625,87,[34.0],3
24,1320,2107,[24.0],4
8,1365,141,[8.0],2
22,610,259,[22.0],4
22,486,1229,[22.0],4
12,4387,95,[12.0],1
44,1150,427,[44.0],0
2,5004,6,[2.0],2
24,051A,553,[24.0],4
9,4387,183,[9.0],2
20,2022,64,[20.0],1
8,3710,24,[8.0],2
45,1261,3,[45.0],0
2,2825,421,[2.0],2
46,1330,248,[46.0],0
32,1310,556,[32.0],3
9,320,219,[9.0],2
28,4387,202,[28.0],4
11,031A,163,[11.0],1
10,141C,28,[10.0],2
9,1020,50,[9.0],2
27,5001,33,[27.0],4
5,5011,48,[5.0],2
44,1130,160,[44.0],0
37,1152,124,[37.0],3
35,266,32,[35.0],3
50,497,17,[50.0],0
48,1780,6,[48.0],0
47,2890,5,[47.0],0
41,1365,47,[41.0],0
5,470,90,[5.0],2
46,2826,167,[46.0],0
18,430,136,[18.0],1
14,3731,17,[14.0],1
21,1585,9,[21.0],4
37,1150,157,[37.0],3
9,484,47,[9.0],2
22,1345,18,[22.0],4
3,334,9,[3.0],2
31,2825,180,[31.0],3
16,461,5,[16.0],1
49,1563,53,[49.0],0
20,1360,65,[20.0],1
49,1305,125,[49.0],0
24,281,148,[24.0],4
1,141A,9,[1.0],2
29,1536,2,[29.0],4
28,3750,2,[28.0],4
16,1365,144,[16.0],1
29,1350,42,[29.0],4
38,520,45,[38.0],3
19,530,26,[19.0],1
39,2170,5,[39.0],3
15,1585,5,[15.0],1
23,454,24,[23.0],4
50,1780,34,[50.0],0
34,545,42,[34.0],3
7,2021,20,[7.0],2
29,630,49,[29.0],4
45,554,13,[45.0],0
24,1752,45,[24.0],4
28,340,43,[28.0],4
46,313,23,[46.0],0
37,2021,15,[37.0],3
11,1206,30,[11.0],1
45,917,20,[45.0],0
14,3750,2,[14.0],1
12,1563,35,[12.0],1
47,880,11,[47.0],0
21,1570,7,[21.0],4
31,1121,33,[31.0],3
37,1751,39,[37.0],3
5,1460,2,[5.0],2
11,2014,8,[11.0],1
15,5011,60,[15.0],1
24,263,4,[24.0],4
39,484,13,[39.0],3
20,143B,19,[20.0],1
46,470,61,[46.0],0
19,4625,10,[19.0],1
49,1812,31,[49.0],0
44,265,12,[44.0],0
18,265,20,[18.0],1
28,557,9,[28.0],4
2,2050,6,[2.0],2
39,325,7,[39.0],3
49,337,1,[49.0],0
33,2028,7,[33.0],3
20,479,14,[20.0],1
36,1110,31,[36.0],3
42,453,10,[42.0],0
16,1563,46,[16.0],1
40,1563,35,[40.0],3
30,5003,1,[30.0],4
34,1751,24,[34.0],3
6,488,2,[6.0],2
34,1753,29,[34.0],3
44,2250,40,[44.0],0
33,1477,19,[33.0],3
34,1220,19,[34.0],3
32,1811,53,[32.0],3
41,501H,1,[41.0],0
25,5001,11,[25.0],4
35,484,12,[35.0],3
33,1752,49,[33.0],3
49,263,4,[49.0],0
6,264,4,[6.0],2
35,330,34,[35.0],3
50,630,25,[50.0],0
15,2028,22,[15.0],1
29,5000,38,[29.0],4
46,266,11,[46.0],0
6,261,9,[6.0],2
16,3960,15,[16.0],1
6,5004,7,[6.0],2
24,275,2,[24.0],4
19,3710,7,[19.0],1
45,326,7,[45.0],0
31,291,5,[31.0],3
7,312,26,[7.0],2
17,1563,52,[17.0],1
50,430,63,[50.0],0
50,850,17,[50.0],0
42,3760,1,[42.0],0
33,141A,20,[33.0],3
46,1812,12,[46.0],0
22,479,15,[22.0],4
34,1563,33,[34.0],3
13,1477,31,[13.0],1
43,502R,3,[43.0],0
34,2028,23,[34.0],3
33,291,6,[33.0],3
31,2250,6,[31.0],3
34,2025,10,[34.0],3
50,917,12,[50.0],0
27,1563,53,[27.0],4
26,1821,16,[26.0],4
31,1812,22,[31.0],3
12,1010,1,[12.0],1
47,334,4,[47.0],0
8,1261,5,[8.0],2
1,1750,18,[1.0],2
28,3970,2,[28.0],4
47,3970,5,[47.0],0
13,340,16,[13.0],1
29,1780,48,[29.0],4
42,2210,11,[42.0],0
46,1710,13,[46.0],0
31,4240,1,[31.0],3
47,337,4,[47.0],0
37,5132,2,[37.0],3
8,266,33,[8.0],2
20,2040,1,[20.0],1
39,1822,10,[39.0],3
32,2250,15,[32.0],3
44,4650,4,[44.0],0
47,313,8,[47.0],0
3,2090,6,[3.0],2
36,291,4,[36.0],3
10,261,3,[10.0],2
25,1751,15,[25.0],4
20,141C,11,[20.0],1
4,2870,4,[4.0],2
34,291,8,[34.0],3
44,2029,2,[44.0],0
39,498,4,[39.0],3
44,2090,9,[44.0],0
35,2210,2,[35.0],3
32,4625,3,[32.0],3
46,141C,8,[46.0],0
25,041B,1,[25.0],4
50,2034,1,[50.0],0
25,3730,2,[25.0],4
2,2020,3,[2.0],2
27,4255,4,[27.0],4
13,1822,4,[13.0],1
26,143B,3,[26.0],4
26,1544,6,[26.0],4
47,141A,3,[47.0],0
10,3960,5,[10.0],2
27,5093,2,[27.0],4
46,2090,6,[46.0],0
50,1477,10,[50.0],0
48,1477,4,[48.0],0
26,1330,154,[26.0],4
47,1310,421,[47.0],0
34,1350,10,[34.0],3
12,860,283,[12.0],1
21,440,28,[21.0],4
36,470,24,[36.0],3
37,870,47,[37.0],3
31,1152,89,[31.0],3
26,340,32,[26.0],4
8,1345,34,[8.0],2
44,470,77,[44.0],0
30,880,25,[30.0],4
33,1792,4,[33.0],3
35,1152,50,[35.0],3
41,1360,77,[41.0],0
36,1130,143,[36.0],3
9,2011,3,[9.0],2
17,1110,32,[17.0],1
15,2021,19,[15.0],1
18,1122,19,[18.0],1
16,930,122,[16.0],1
45,1120,48,[45.0],0
23,1350,19,[23.0],4
7,1790,23,[7.0],2
21,2091,10,[21.0],4
23,143B,3,[23.0],4
16,1582,5,[16.0],1
5,479,12,[5.0],2
27,440,25,[27.0],4
35,850,18,[35.0],3
37,2830,3,[37.0],3
7,2023,10,[7.0],2
43,483,1,[43.0],0
38,1460,2,[38.0],3
23,1200,3,[23.0],4
27,1170,4,[27.0],4
30,1130,122,[30.0],4
6,1365,150,[6.0],2
24,4387,212,[24.0],4
40,1153,319,[40.0],3
4,890,805,[4.0],2
9,1320,1350,[9.0],2
1,610,650,[1.0],2
5,610,910,[5.0],2
38,1153,278,[38.0],3
23,530,41,[23.0],4
7,610,1095,[7.0],2
28,4650,36,[28.0],4
14,1330,109,[14.0],1
6,560,1771,[6.0],2
42,1152,573,[42.0],0
16,460,1591,[16.0],1
10,2820,316,[10.0],2
2,890,3077,[2.0],2
39,1120,70,[39.0],3
7,496,117,[7.0],2
6,031A,764,[6.0],2
33,810,705,[33.0],3
16,1310,1388,[16.0],1
20,1330,388,[20.0],1
45,486,801,[45.0],0
33,1365,57,[33.0],3
39,810,868,[39.0],3
9,4650,34,[9.0],2
8,2860,10,[8.0],2
46,610,220,[46.0],0
10,1822,22,[10.0],2
29,2820,456,[29.0],4
20,880,109,[20.0],1
4,810,1519,[4.0],2
29,1310,1196,[29.0],4
32,910,752,[32.0],3
33,3960,6,[33.0],3
46,810,1008,[46.0],0
50,910,516,[50.0],0
5,910,1087,[5.0],2
3,860,1124,[3.0],2
27,2014,948,[27.0],4
28,520,310,[28.0],4
26,051A,191,[26.0],4
27,545,59,[27.0],4
34,630,74,[34.0],3
47,486,335,[47.0],0
37,820,1711,[37.0],3
27,460,2349,[27.0],4
15,320,352,[15.0],1
28,4625,211,[28.0],4
6,2014,133,[6.0],2
18,460,957,[18.0],1
2,1305,88,[2.0],2
38,5002,38,[38.0],3
25,620,280,[25.0],4
24,1365,186,[24.0],4
11,650,28,[11.0],1
1,1020,27,[1.0],2
1,1153,454,[1.0],2
9,502R,94,[9.0],2
43,630,36,[43.0],0
5,041A,228,[5.0],2
46,420,40,[46.0],0
42,312,89,[42.0],0
50,2826,131,[50.0],0
2,4387,208,[2.0],2
21,2024,153,[21.0],4
32,1153,549,[32.0],3
13,620,263,[13.0],1
17,1822,137,[17.0],1
40,865,1,[40.0],3
24,880,125,[24.0],4
24,484,79,[24.0],4
34,4387,170,[34.0],3
31,1154,93,[31.0],3
31,501A,6,[31.0],3
17,266,41,[17.0],1
27,5002,143,[27.0],4
7,1154,174,[7.0],2
28,3730,11,[28.0],4
7,1821,58,[7.0],2
33,430,69,[33.0],3
8,2900,6,[8.0],2
27,5121,1,[27.0],4
45,420,18,[45.0],0
13,484,11,[13.0],1
28,281,194,[28.0],4
36,2825,201,[36.0],3
31,2023,5,[31.0],3
45,580,13,[45.0],0
5,496,102,[5.0],2
49,051B,2,[49.0],0
17,1156,48,[17.0],1
27,1210,102,[27.0],4
5,1330,250,[5.0],2
13,4387,157,[13.0],1
14,650,11,[14.0],1
6,326,108,[6.0],2
26,2013,3,[26.0],4
23,1751,16,[23.0],4
42,340,76,[42.0],0
9,1792,12,[9.0],2
46,320,168,[46.0],0
12,530,69,[12.0],1
1,266,12,[1.0],2
28,1210,130,[28.0],4
34,2093,41,[34.0],3
27,2026,14,[27.0],4
31,1305,73,[31.0],3
1,920,94,[1.0],2
27,496,78,[27.0],4
13,1110,35,[13.0],1
26,2820,220,[26.0],4
39,1535,1,[39.0],3
10,1365,80,[10.0],2
22,1752,82,[22.0],4
30,2028,17,[30.0],4
6,4650,41,[6.0],2
2,930,96,[2.0],2
24,2020,9,[24.0],4
36,454,14,[36.0],3
37,5011,102,[37.0],3
37,1563,36,[37.0],3
18,033A,32,[18.0],1
30,583,2,[30.0],4
6,495,26,[6.0],2
31,320,132,[31.0],3
2,2090,18,[2.0],2
4,1477,22,[4.0],2
32,1206,23,[32.0],3
25,545,23,[25.0],4
31,1210,43,[31.0],3
21,1210,80,[21.0],4
46,530,51,[46.0],0
14,554,8,[14.0],1
15,1375,4,[15.0],1
1,930,56,[1.0],2
8,552,7,[8.0],2
1,5110,2,[1.0],2
41,5007,434,[41.0],0
24,479,20,[24.0],4
20,1790,16,[20.0],1
1,5007,6,[1.0],2
48,1152,54,[48.0],0
30,4651,7,[30.0],4
4,2210,4,[4.0],2
15,281,68,[15.0],1
5,2021,15,[5.0],2
17,453,6,[17.0],1
29,501A,14,[29.0],4
47,454,15,[47.0],0
28,110,17,[28.0],4
30,337,9,[30.0],4
17,1570,6,[17.0],1
44,2890,10,[44.0],0
38,1345,29,[38.0],3
8,1661,14,[8.0],2
28,2091,15,[28.0],4
3,3960,15,[3.0],2
6,917,9,[6.0],2
11,2851,3,[11.0],1
29,4650,22,[29.0],4
38,4255,6,[38.0],3
32,1220,20,[32.0],3
38,1360,41,[38.0],3
2,1900,3,[2.0],2
48,1821,4,[48.0],0
5,1780,27,[5.0],2
32,453,2,[32.0],3
42,915,11,[42.0],0
28,1755,9,[28.0],4
4,502T,2,[4.0],2
4,5007,4,[4.0],2
30,1513,40,[30.0],4
21,2025,12,[21.0],4
46,502R,5,[46.0],0
35,1200,5,[35.0],3
5,4625,50,[5.0],2
28,1513,17,[28.0],4
24,1580,3,[24.0],4
1,3710,7,[1.0],2
12,1710,17,[12.0],1
2,2015,4,[2.0],2
20,2015,2,[20.0],1
21,1754,31,[21.0],4
6,337,11,[6.0],2
24,291,7,[24.0],4
17,1540,5,[17.0],1
33,4651,2,[33.0],3
46,5007,7,[46.0],0
20,1506,34,[20.0],1
23,2170,8,[23.0],4
10,501A,7,[10.0],2
28,2830,4,[28.0],4
27,1585,5,[27.0],4
15,1479,2,[15.0],1
23,2028,7,[23.0],4
39,041A,17,[39.0],3
26,1242,4,[26.0],4
25,143B,2,[25.0],4
46,3710,10,[46.0],0
42,1753,4,[42.0],0
31,4650,8,[31.0],3
1,4625,7,[1.0],2
21,1206,7,[21.0],4
22,2029,1,[22.0],4
45,2210,3,[45.0],0
47,142,1,[47.0],0
31,2860,7,[31.0],3
9,1150,134,[9.0],2
2,1152,226,[2.0],2
36,860,698,[36.0],3
17,890,509,[17.0],1
38,860,145,[38.0],3
9,330,52,[9.0],2
30,1120,66,[30.0],4
25,470,69,[25.0],4
19,1330,86,[19.0],1
28,2023,31,[28.0],4
42,483,10,[42.0],0
18,630,61,[18.0],1
17,485,19,[17.0],1
30,320,127,[30.0],4
30,1121,32,[30.0],4
12,1122,21,[12.0],1
16,475,3,[16.0],1
27,1155,14,[27.0],4
45,850,30,[45.0],0
20,930,129,[20.0],1
17,1340,12,[17.0],1
9,1512,12,[9.0],2
9,461,4,[9.0],2
27,1220,26,[27.0],4
49,1562,23,[49.0],0
26,483,7,[26.0],4
11,331,3,[11.0],1
20,1110,20,[20.0],1
14,1240,2,[14.0],1
41,1122,17,[41.0],0
29,141B,8,[29.0],4
38,1752,30,[38.0],3
42,1110,152,[42.0],0
3,820,2437,[3.0],2
4,820,2260,[4.0],2
23,820,1076,[23.0],4
36,1310,624,[36.0],3
8,610,1094,[8.0],2
15,1310,1474,[15.0],1
49,1154,118,[49.0],0
34,143A,556,[34.0],3
34,2820,489,[34.0],3
29,460,1376,[29.0],4
38,2820,215,[38.0],3
21,2820,562,[21.0],4
6,1477,111,[6.0],2
25,2826,173,[25.0],4
33,1156,27,[33.0],3
2,530,109,[2.0],2
34,1310,1934,[34.0],3
17,1811,758,[17.0],1
5,820,2083,[5.0],2
1,320,246,[1.0],2
16,1811,764,[16.0],1
47,4210,2,[47.0],0
21,5000,37,[21.0],4
26,1156,17,[26.0],4
36,460,593,[36.0],3
9,860,442,[9.0],2
38,610,445,[38.0],3
20,5000,44,[20.0],1
25,610,435,[25.0],4
9,1153,652,[9.0],2
28,1562,54,[28.0],4
10,4387,139,[10.0],2
46,141A,11,[46.0],0
42,2825,405,[42.0],0
7,5130,2,[7.0],2
37,2826,239,[37.0],3
30,610,499,[30.0],4
43,460,820,[43.0],0
3,2820,493,[3.0],2
36,1122,17,[36.0],3
38,1121,19,[38.0],3
39,320,98,[39.0],3
45,1365,64,[45.0],0
37,1154,147,[37.0],3
2,2820,476,[2.0],2
8,870,50,[8.0],2
20,2024,193,[20.0],1
24,4650,48,[24.0],4
24,1152,82,[24.0],4
39,5011,19,[39.0],3
28,545,132,[28.0],4
44,313,32,[44.0],0
31,5121,1,[31.0],3
8,502P,121,[8.0],2
2,330,102,[2.0],2
17,3710,70,[17.0],1
31,1261,5,[31.0],3
6,5002,178,[6.0],2
29,2024,336,[29.0],4
2,325,36,[2.0],2
50,1153,302,[50.0],0
17,1812,128,[17.0],1
48,031A,78,[48.0],0
1,2093,17,[1.0],2
44,1154,169,[44.0],0
8,1150,206,[8.0],2
36,920,57,[36.0],3
20,1811,502,[20.0],1
12,051A,195,[12.0],1
6,2024,174,[6.0],2
10,1153,324,[10.0],2
8,1122,45,[8.0],2
20,1020,41,[20.0],1
5,520,130,[5.0],2
46,1780,15,[46.0],0
18,320,173,[18.0],1
14,497,38,[14.0],1
34,1210,49,[34.0],3
4,291,3,[4.0],2
6,291,7,[6.0],2
26,930,79,[26.0],4
6,3760,7,[6.0],2
8,1751,18,[8.0],2
25,520,80,[25.0],4
23,1506,73,[23.0],4
4,1120,71,[4.0],2
45,5000,23,[45.0],0
43,1156,81,[43.0],0
38,1570,14,[38.0],3
5,143C,4,[5.0],2
4,4386,10,[4.0],2
4,326,58,[4.0],2
4,1563,38,[4.0],2
5,497,168,[5.0],2
1,501A,5,[1.0],2
28,554,64,[28.0],4
26,502R,29,[26.0],4
11,501A,7,[11.0],1
29,266,33,[29.0],4
25,496,15,[25.0],4
40,5001,8,[40.0],3
50,502R,11,[50.0],0
5,331,6,[5.0],2
46,930,36,[46.0],0
21,502P,107,[21.0],4
4,580,16,[4.0],2
49,3731,26,[49.0],0
25,2024,34,[25.0],4
22,1020,34,[22.0],4
6,501A,14,[6.0],2
19,320,55,[19.0],1
2,850,73,[2.0],2
9,143C,20,[9.0],2
29,1477,89,[29.0],4
33,334,4,[33.0],3
6,5011,114,[6.0],2
20,041B,7,[20.0],1
30,4387,131,[30.0],4
6,1025,8,[6.0],2
28,1090,13,[28.0],4
16,5093,2,[16.0],1
31,630,68,[31.0],3
7,584,5,[7.0],2
11,143C,2,[11.0],1
34,557,5,[34.0],3
44,479,15,[44.0],0
9,3710,52,[9.0],2
28,2170,67,[28.0],4
33,502P,34,[33.0],3
31,313,37,[31.0],3
38,1200,4,[38.0],3
36,1562,27,[36.0],3
23,470,68,[23.0],4
14,5004,3,[14.0],1
34,850,27,[34.0],3
7,870,27,[7.0],2
48,1570,21,[48.0],0
3,5131,9,[3.0],2
19,420,10,[19.0],1
34,2870,3,[34.0],3
6,1340,14,[6.0],2
34,143C,13,[34.0],3
39,291,3,[39.0],3
23,501A,7,[23.0],4
20,1340,18,[20.0],1
50,143A,39,[50.0],0
41,920,18,[41.0],0
6,4652,2,[6.0],2
20,5130,4,[20.0],1
28,4230,4,[28.0],4
47,501A,4,[47.0],0
29,554,22,[29.0],4
15,1200,2,[15.0],1
5,553,6,[5.0],2
9,2095,1,[9.0],2
9,5011,35,[9.0],2
36,1582,9,[36.0],3
35,5112,2,[35.0],3
45,1535,1,[45.0],0
42,326,15,[42.0],0
16,4210,4,[16.0],1
5,483,5,[5.0],2
30,498,14,[30.0],4
24,2900,11,[24.0],4
7,895,2,[7.0],2
12,2027,17,[12.0],1
33,325,7,[33.0],3
5,2027,86,[5.0],2
44,557,1,[44.0],0
38,2025,3,[38.0],3
31,5004,3,[31.0],3
1,1570,20,[1.0],2
24,1541,1,[24.0],4
10,580,17,[10.0],2
33,554,7,[33.0],3
41,1240,3,[41.0],0
27,5112,4,[27.0],4
11,880,24,[11.0],1
36,1725,2,[36.0],3
44,1220,30,[44.0],0
36,502R,18,[36.0],3
43,1155,6,[43.0],0
2,550,4,[2.0],2
24,1030,2,[24.0],4
3,1090,5,[3.0],2
44,331,5,[44.0],0
22,1790,3,[22.0],4
46,5111,1,[46.0],0
15,1537,2,[15.0],1
40,041A,21,[40.0],3
18,2032,2,[18.0],1
49,141B,2,[49.0],0
10,5004,1,[10.0],2
11,935,6,[11.0],1
31,2026,1,[31.0],3
16,557,6,[16.0],1
3,261,4,[3.0],2
4,3710,12,[4.0],2
45,502R,16,[45.0],0
4,143C,2,[4.0],2
17,2250,9,[17.0],1
42,1305,104,[42.0],0
47,1150,205,[47.0],0
29,2017,46,[29.0],4
34,1345,34,[34.0],3
7,1753,19,[7.0],2
20,1780,36,[20.0],1
48,1110,36,[48.0],0
24,1792,3,[24.0],4
49,530,42,[49.0],0
15,488,1,[15.0],1
17,1350,27,[17.0],1
49,850,32,[49.0],0
25,1120,69,[25.0],4
20,1752,47,[20.0],1
49,1345,37,[49.0],0
21,1340,15,[21.0],4
33,650,10,[33.0],3
28,2025,69,[28.0],4
28,1754,41,[28.0],4
14,495,3,[14.0],1
42,334,16,[42.0],0
47,550,1,[47.0],0
9,2018,4,[9.0],2
15,1220,22,[15.0],1
46,462,1,[46.0],0
48,2020,2,[48.0],0
12,2023,4,[12.0],1
13,498,5,[13.0],1
43,479,13,[43.0],0
15,1582,10,[15.0],1
27,2090,10,[27.0],4
14,031A,264,[14.0],1
50,2820,177,[50.0],0
4,460,1131,[4.0],2
